%OpenBCI Raw EEG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
182.0, -137929.5528447095, 187500.0, 30632.81990680932, 25967.675562819906, 187500.0, 187500.0, -187500.02235174447, 29822.01037669306, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.698959076734034E9, 0.0, 2023-11-02 17:04:36.734
183.0, -137812.16148283024, 187500.0, 30628.17074396262, 25955.4268068584, 187500.0, 187500.0, -187500.02235174447, 29817.741193502094, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6989590767340565E9, 0.0, 2023-11-02 17:04:36.734
184.0, -137790.9720290866, 187500.0, 30629.802421307853, 25953.817481257618, 187500.0, 187500.0, -187500.02235174447, 29820.04342318099, -0.092, 0.972, -0.062, 192.0, 253.0, 32.0, 30.0, 96.0, 254.0, 16.0, 0.0, 0.0, 0.0, 1.6989590767340667E9, 0.0, 2023-11-02 17:04:36.734
185.0, -137839.3412040879, 187500.0, 30633.44575565407, 25956.90202199245, 187500.0, 187500.0, -187500.02235174447, 29824.066737182944, -0.092, 0.972, -0.062, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6989590767340784E9, 0.0, 2023-11-02 17:04:36.734
186.0, -137826.3771923038, 187500.0, 30633.982197520996, 25962.80288252865, 187500.0, 187500.0, -187500.02235174447, 29823.954978460668, -0.092, 0.972, -0.062, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6989590767340884E9, 0.0, 2023-11-02 17:04:36.734
187.0, -137710.9080804477, 187500.0, 30627.34372941777, 25958.287830148678, 187500.0, 187500.0, -187500.02235174447, 29816.60125453487, -0.092, 0.972, -0.062, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6989590767340984E9, 0.0, 2023-11-02 17:04:36.734
188.0, -137654.0452425534, 187500.0, 30621.375813648203, 25950.241202144767, 187500.0, 187500.0, -187500.02235174447, 29810.834504465405, -0.092, 0.972, -0.062, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.698959076734108E9, 0.0, 2023-11-02 17:04:36.734
189.0, -137687.8410801698, 187500.0, 30621.219351437016, 25952.61048705703, 187500.0, 187500.0, -187500.02235174447, 29811.8850364548, -0.092, 0.972, -0.062, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6989590767341175E9, 0.0, 2023-11-02 17:04:36.734
190.0, -137665.2434665255, 187500.0, 30621.465220626025, 25957.259649903735, 187500.0, 187500.0, -187500.02235174447, 29812.220312621634, -0.092, 0.972, -0.062, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6989590767341273E9, 0.0, 2023-11-02 17:04:36.734
191.0, -137541.16893305408, 187500.0, 30618.000700235454, 25955.47151034731, 187500.0, 187500.0, -187500.02235174447, 29807.32528058592, -0.092, 0.972, -0.062, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6989590767341373E9, 0.0, 2023-11-02 17:04:36.734
192.0, -137466.60351355118, 187500.0, 30617.62072057971, 25950.531774822688, 187500.0, 187500.0, -187500.02235174447, 29804.441905551186, -0.092, 0.972, -0.062, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6989590767341468E9, 0.0, 2023-11-02 17:04:36.734
193.0, -137497.53832787732, 187500.0, 30617.10663045724, 25948.117786421513, 187500.0, 187500.0, -187500.02235174447, 29802.542007272485, -0.092, 0.972, -0.062, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6989590767341564E9, 0.0, 2023-11-02 17:04:36.734
194.0, -137497.2477551994, 187500.0, 30617.799534535356, 25952.342266123567, 187500.0, 187500.0, -187500.02235174447, 29802.810228205948, -0.078, 0.976, -0.064, 192.0, 253.0, 144.0, 30.0, 128.0, 254.0, 0.0, 0.0, 0.0, 0.0, 1.698959076734166E9, 0.0, 2023-11-02 17:04:36.734
195.0, -137393.20038475996, 187500.0, 30619.565322347324, 25954.04099870217, 187500.0, 187500.0, -187500.02235174447, 29802.407896805755, -0.078, 0.976, -0.064, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6989590767341762E9, 0.0, 2023-11-02 17:04:36.734
196.0, -137303.32402030518, 187500.0, 30620.034708980886, 25948.073082932602, 187500.0, 187500.0, -187500.02235174447, 29799.435114793196, -0.078, 0.976, -0.064, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.698959076734186E9, 0.0, 2023-11-02 17:04:36.734
197.0, -137316.0645146447, 187500.0, 30620.884075270187, 25943.98271369728, 187500.0, 187500.0, -187500.02235174447, 29797.89284442578, -0.078, 0.976, -0.064, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6989590767341957E9, 0.0, 2023-11-02 17:04:36.734
198.0, -137333.25300613084, 187500.0, 30622.91808401562, 25946.776681754196, 187500.0, 187500.0, -187500.02235174447, 29799.211597348643, -0.078, 0.976, -0.064, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6989590767343106E9, 0.0, 2023-11-02 17:04:36.734
199.0, -137238.01222300675, 187500.0, 30624.706223572044, 25949.10126317755, 187500.0, 187500.0, -187500.02235174447, 29800.396239804777, -0.078, 0.976, -0.064, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6989590767343204E9, 0.0, 2023-11-02 17:04:36.734
200.0, -137154.2155330438, 187500.0, 30629.7800695634, 25949.436539344377, 187500.0, 187500.0, -187500.02235174447, 29801.402068305266, -0.078, 0.976, -0.064, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6989590767343304E9, 0.0, 2023-11-02 17:04:36.734
201.0, -137162.39627151444, 187500.0, 30633.155182976152, 25949.347132366554, 187500.0, 187500.0, -187500.02235174447, 29801.80439970546, -0.078, 0.976, -0.064, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.69895907673434E9, 0.0, 2023-11-02 17:04:36.734
